SpotterId,ID1,NomeEmpresa,RazaoSocial,StatusEmpresa,CadastroEmpresa,TelefoneEmpresa,LimiteUsuarios
268,11722310000136,GB Eco Solutions,"GB Eco Solutions Comércio, Importação e Consultoria Ltda.",Inativo,2016-03-15,,5000
269,17893104000175,Avanti Soluções,AGUIAR & ARRUDA SOLUCOES TI LTDA - ME,Inativo,2016-03-15,,5000
270,01261309000106,LinkBiz,LINKBIZ MARKETING DIGITAL LTDA,Inativo,2016-03-16,(61) 9132-3920,5000
272,19311980000171,Genus,GENUS PROCESSAMENTO DE DADOS,Inativo,2016-03-17,(62) 3098-7111,5000
273,14350677000164,I9 Live,I9 Live - Tecnologia Ltda,Inativo,2016-03-18,(11) 4688-0903,5000
275,08531776000140,Blueticket,BT MEDIAÇÃO DE PAGAMENTOS LTDA,Inativo,2016-03-18,(48) 3717-5403,5000
276,19270785000140,Cérebro Agência de Publicidade,Cerebro Agencia de Publicidade ltda,Inativo,2016-03-21,(48) 3028-9668,5000
277,00838926000150,Megadose,Megadose Ind. E Com. de Confec. Ltda,Inativo,2016-03-22,(44) 3631-5116,5000
278,02927268000107,TAFNER,TAFNER SOFTWARE SOLUTIONS LTDA,Inativo,2016-03-22,,5000
279,04924757000122,SIGHA EQUIPAMENTOS E SERVIÇOS LTDA,SIGHA EQUIPAMENTOS E SERVIÇOS LTDA,Inativo,2016-03-22,,5000
280,09260731000140,Outplan,OUTPLAN TECNOLOGIA LTDA EPP,Inativo,2016-03-23,(48) 4052-9398,5000
281,02305660000106,Result Consultoria,RESULT CONSULTORIA,Ativo,2016-03-23,(48) 9972-0974,2
282,73241333000186,CB SISTEMAS,CB SISTEMAS LTDA,Inativo,2016-03-24,(47) 3041-4321,5000
283,21586877000186,Roit,LEDUC E RIBEIRO ADVOGADOS,Inativo,2016-03-24,(41) 3076-5005,5000
284,19085346000168,Quatro Digital,SBS2I Soc Bra de Solucoes Inovadoras para Internet LTDA EPP,Inativo,2016-03-24,(11) 2772-4808,5000
285,18341365000145,Atende Simples,DIGITALPRONTO SOLUCOES EMPRESARIAIS LTDA,Inativo,2016-03-28,,5000
286,13452054000130,Avalia aí,Lufix Solucoes em Informatica LTDA ME,Inativo,2016-03-28,(81) 98871-4545,5000
287,06006848000104,Tron,TRON INFORMATICA LTDA,Inativo,2016-03-30,(62) 3239-7337,5000
289,21676417000149,Aluno Applicado,FASOLO CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,Inativo,2016-03-31,(11) 97020-0883,5000
290,17291038000163,2CK,JOE JACKSON SANGALLI VIDOR - ME,Inativo,2016-03-31,(31) 2531-0181,5000
291,03167121000110,Wedigi,Link e Cerebro Solucoes Web LTDA,Inativo,2016-04-01,,5000
292,16502480000129,Curupira Servicos Ambientais,Curupira Servicos Ambientais,Inativo,2016-04-01,,5000
293,12218713000105,Greylogix,GreyLogix Brasil Maquinas Ltda,Inativo,2016-04-01,(48) 9615-6506,5000
294,10861746000143,Velum,EITI - Empreendimentos Inovadores em Tecnologia da Informacao LTDA ME,Inativo,2016-04-04,,5000
295,61421418000167,Frum,Indústria Metalúrgica Frum Ltda.,Inativo,2016-04-04,,5000
296,13688977000195,Deen,Deen Desenvolvimento de Sites Ltda,Inativo,2016-04-04,(54) 9986-4894,5000
297,18945982000150,Introduce,Introduce Ltda,Inativo,2016-04-04,(54) 3041-5254,5000
298,03003857000153,HLP,HLP INFORMÁTICA LTDA,Inativo,2016-04-05,(11) 99623-9886,5000
299,05353011000179,BIOWARE,BIOWARE DESENVOLVIMENTO DE TECNOLOGIA DE ENERGIA E MEIO AMBIENTE LTDA,Inativo,2016-04-05,,5000
301,09452446000121,GEKOM,SOFTVIX – SOLUCOES DE TECNOLOGIA LTDA/ME,Inativo,2016-04-06,,5000
302,05388357000102,Info TV,INFOTV Comunicacoes Ltda,Inativo,2016-04-06,(48) 9951-5691,5000
303,03936175000101,Netwire,NATA GROUP CONS INF LTDA,Inativo,2016-04-07,(19) 3345-0720,5000
304,00587132000161,Anticorpos,Anticorpos Labortorio de Anatomia Patologica e Citopatologia Ltda,Inativo,2016-04-07,,5000
305,61096178000172,Rimo,Comercial Eletrica Rimo LTDA.,Inativo,2016-04-07,,5000
306,08507862000117,Lelak,Lelak Hipermidia Ltda Epp,Inativo,2016-04-07,(48) 3035-1585,5000
307,20462411000106,Kaizen,Kaizen Desenvolvimento de Softwares Por Encomenda Ltda - ME,Inativo,2016-04-07,,5000
308,06022456000139,Iteris,ITERIS CONSULTORIA E SOFTWARE LTDA,Inativo,2016-04-11,(11) 2306-8165,5000
309,10795027000171,Monde Sistemas,Monde Sistemas de Informacao Ltda,Inativo,2016-04-11,(19) 3478-8880,5000
310,18845782000125,Eruga Sistemas Educacionais,Eruga Sistemas Educacionais Ltda.,Inativo,2016-04-11,(41) 9132-0037,5000
311,10500382000176,Legon,RODRIGO GAIGHER CEZANA,Inativo,2016-04-11,(35) 3471-2709,5000
312,05098155000126,Start Tecnologia,Start Tecnologia Prestadora de Servicos em Informatica LTDA,Inativo,2016-04-11,(51) 8418-0023,5000
313,11222521000100,REALIZA T.I.,REALIZA T.I. WEB SOFTWARE LTDA,Inativo,2016-04-13,,5000
314,10313289000152,Welle Laser,WELLE TECNOLOGIA A LASER SA,Inativo,2016-04-13,(48) 3025-0725,5000
315,16897786000121,SENIOR ADVANCED,SENIOR ADVANCED GESTAO E TECNOLOGIA LTDA,Inativo,2016-04-14,,5000
316,00920861000198,SINS,SINS SERVICOS EM TECNOLOGIA DA INFORMACAO LTDA - EPP,Inativo,2016-04-14,,5000
318,14429562000160,AXADO,AXADO INFORMAÇÃO E TECNOLOGIA S/A,Inativo,2016-04-17,,5000
319,13300715000101,Macro Comunicação,Macro Comunicacao LTDA EPP,Inativo,2016-04-18,(21) 2227-2358,5000
320,18617503000176,Smarket,Smarket Solutions Software de Apoio a gestao,Inativo,2016-04-19,(48) 9144-8030,5000
321,08312244000111,Lexus Resultados,Lexus Desenvolvimento de Softwares e Treinamentos Gerenciais LTDA,Inativo,2016-04-19,(19) 3512-5077,5000
322,01146051000199,SST SIENA,SIENA SOLUCOES TECNOLOGICAS E COMERCIO LTDA,Inativo,2016-04-20,(19) 3249-0555,5000
323,12003327000104,Agência 110,CENTO E DEZ MARKETING DIGITAL LTDA,Inativo,2016-04-20,,5000
325,04892991000115,Teltec,Teltec Solutions,Ativo,2016-04-26,,5000
327,13548911000108,Kogumelo Digital,PLAITER PONTES DE PAULA 10853100780,Inativo,2016-04-26,(21) 98188-4308,5000
328,10883432000141,Grupo Marconi,MARCONI TREINAMENTO E ASSESSORIA EMPRESARIAL LTDA,Inativo,2016-04-26,(51) 3104-5556,5000
329,14606721000154,G&P,G&P Solucoes Ambientais Eireli EPP,Inativo,2016-04-27,,5000
330,10795556000175,Lux Consultoria e Gestao,Lux Consultoria e Gestao Ltda,Inativo,2016-05-02,,5000
332,06987065000159,KOMPASS SOFTWARES CORPORATIVOS E SOLUCOES WEB,KOMPASS SOFTWARES CORPORATIVOS E SOLUCOES WEB,Inativo,2016-05-02,(34) 3223-2320,5000
333,10896443000166,Vers Contabilidade,VERS CONTABILIDADE LTDA,Inativo,2016-05-03,,5000
334,83779942000147,Biocal,Biocal Equipamentos Industriais S.A,Ativo,2016-05-03,,5000
335,21668669000126,LABORE CONSULTORIA,SST LABORE CONSULTORIA EIRELI ME,Inativo,2016-05-05,(81) 99155-0958,4
336,03130619000109,Arcadian,Mourao Cancado TI Ltda.,Inativo,2016-05-06,(31) 2191-8700,5000
337,01739571000105,TECHDEC,TECHDEC INFORMATICA SA,Inativo,2016-05-06,,5000
338,21401572000152,Sabatino Produções,Sabatino Produções,Inativo,2016-05-11,(11) 98121-2947,5000
339,11300943000156,Pixit,Pixit Solucoes em Video Ltda,Inativo,2016-05-11,,5000
340,18435752000140,Market Milhas,De Paula e Nissental Participacoes SA,Inativo,2016-05-12,(48) 3307-3738,5000
341,07812393000187,PrismaFS,PrismaFS Ltda,Inativo,2016-05-12,(34) 9976-2296,5000
342,05130039000147,M&O Sistemas,M&O Assessoria em Informatica Ltda,Inativo,2016-05-13,,5000
343,09057071000103,Dart Digital,Dart Digital Ltda. EPP,Inativo,2016-05-13,(16) 99145-6478,5000
344,08515433000191,TTCA Soluções,TTCA Solucoes Ltda,Inativo,2016-05-16,(41) 3203-9951,5000
345,01955849000181,Prominas,Prominas Projetos e Servicos de Mineracao Ltda,Inativo,2016-05-16,(31) 3497-5092,5000
346,08695151000113,Arvorecer Hotelaria Rutal Ltda,Arvorecer Hotelaria Rutal Ltda - ME,Inativo,2016-05-17,,5000
347,21851486000141,Eficiência Fiscal,EFICIENCIA FISCAL LTDA,Inativo,2016-05-17,(69) 8484-9505,5000
348,05802579000120,Secad,ARTMED PANAMERICANA EDITORA LTDA,Inativo,2016-05-17,,5000
349,13581630000149,Moskit Blanq,Blanq Desenvolvimento de Sistemas LTDA,Inativo,2016-05-18,,5000
350,06155249000152,Par Mais,PAR MAIS GESTãO E CONSULTORIA LTDA CNPJ: 06.155.249/0001-52,Inativo,2016-05-18,,5000
351,23941435000136,FOXUS TECNOLOGIA LTDA - EPP,FOXUS TECNOLOGIA LTDA - EPP,Inativo,2016-05-19,(31) 99930-3886,5000
352,14366418000121,Seekr,Seekr Gestao e Monitoramento de Midias Sociais SA,Inativo,2016-05-19,,5000
353,10721671000103,Starvai,Starvai Comercio e Servicos de Automacao LTDA-ME,Inativo,2016-05-20,,5000
354,07960929000101,Hivelog,HIVELOG SOLUCOES EM TECNOLOGIA DA INFORMACAO,Inativo,2016-05-20,(81) 99954-9691,5000
355,02738926000104,Zillion Comercio e Representacoes Ltda,Zillion Comercio e Representacoes Ltda,Inativo,2016-05-23,(34) 3292-6230,5000
356,20919790000110,Total Voice,Total Voice Telecom Ltda - ME,Inativo,2016-05-24,(48) 9138-1612,5000
357,13106352000178,Knewin Inteligência em Recuperação da Informação,KNEWIN INTELIGENCIA EM RECUPERACAO DE INFORMACAO LTDA EPP,Inativo,2016-05-24,(48) 3024-4837,5000
358,04002665000195,ANGELICA ROCHA CORRETORA DE SEGUROS GERAIS LTDA,ANGELICA ROCHA CORRETORA DE SEGUROS GERAIS LTDA,Ativo,2016-05-25,,5000
359,05033902000148,RHEDE SISTEMAS LTDA,RHEDE SISTEMAS LTDA,Inativo,2016-05-25,(45) 3301-6606,5000
361,08233448000167,E-Novar,E-NOVAR Solucoes Tecnologicas LTDA.,Inativo,2016-05-27,(85) 98705-7047,5000
362,10502928000128,Apiki,APIKI MULTIMÍDIA LTDA,Inativo,2016-05-30,(33) 98848-7818,5000
363,04563634000103,BLUESOFT,BLUESOFT CONSULTORIA EM INFORMATICA LTDA,Inativo,2016-05-30,(11) 5543-5406,5000
364,17737572000150,Fatura Simples,ERAMO SOFTWARE LTDA - ME,Inativo,2016-05-30,,5000
366,05913862000129,Minister,Minister Servicos de Vigilancia LTDA,Inativo,2016-05-31,,5000
367,17317325000103,Eduqa Me,ACRIA Aprendizado Criativo,Inativo,2016-06-01,(11) 98191-5413,5000
368,20015099000102,NCI Soluções em Saúde,"NCI Assessoria, Consultoria e Desenvolvimento LTDA ME",Inativo,2016-06-02,(19) 99381-8445,5000
369,00960027000126,Blink,BLINK TECNOLOGIA SOB MEDIDA,Inativo,2016-06-03,(48) 9937-2315,5000
370,10966813000194,AGNÊNCIA NO AR,MARIANA MACHADO HINKEL ADMIN CNPJ: 10.966.813/0001-94,Inativo,2016-06-03,(11) 3170-3094,5000
371,18281954000185,Conectado Treinamentos LTDA,Conectado Treinamentos LTDA,Inativo,2016-06-03,(41) 3392-3335,5000
372,05861998000132,Junsoft,JUNSOFT TECNOLOGIA LTDA-ME,Inativo,2016-06-03,(45) 3055-3344,5000
373,10579656000164,Souza Barros Consultoria,SOUZA BARROS CONSULTORIA DE PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL,Inativo,2016-06-06,(81) 98887-9179,5000
374,08090853000173,IBID SISTEMAS DE INFORMATICA LTDA,IBID SISTEMAS DE INFORMATICA LTDA,Inativo,2016-06-07,(48) 9122-8484,5000
375,14984138000187,Raise Sistemas,Raise sistemas ltda,Inativo,2016-06-08,(21) 98196-0090,5000
377,05312048000159,Marknet,Marknet Processamento de Dados Ltda,Ativo,2016-06-08,(44) 9877-8811,2
378,17589041000168,MBR11 TECNOLOGIA E INFORMAÇÃO LTDA,MBR11 TECNOLOGIA E INFORMAÇÃO LTDA,Inativo,2016-06-09,(47) 3267-1832,5000
379,96648753000187,MV2 Sistemas de Informacao Ltda,MV2 Sistemas de Informacao Ltda,Inativo,2016-06-13,(11) 2588-8778,5000
380,19012195000118,NEX Coworking,Nexpar Gestao de Negocios LTDA,Inativo,2016-06-13,(41) 3023-7061,5000
382,05542461000100,Post Digital Comunicação Criativa,Post Digital Computacao Criativa LTDA,Inativo,2016-06-14,(11) 2615-6919,5000
383,01931207000142,Villas Boas Seguros,BOAS ADMINISTRADORA E CORRETORA DE SEGUROS LTDA,Inativo,2016-06-15,(21) 2234-2131,5000
384,07544271000157,Falcon Eletrônica,Falcon Industria Eletro Eletronica,Inativo,2016-06-16,(47) 9197-5265,5000
385,17254671000181,Shosp,Rodolfo Canedo Mesquita,Inativo,2016-06-16,(21) 4105-4905,5000
386,08322300000107,JN2,JN2 e-commerce Ltda ME,Inativo,2016-06-17,,5000
388,07808244000144,Infinitech Tecnologia,Infinitech Tecnologia em Informatica Ltda,Inativo,2016-06-22,(34) 3223-9060,5000
389,20626160000158,Dual Store Internet Ltda,Dual Store Internet Ltda,Inativo,2016-06-28,(71) 3019-4500,5000
390,07379057000192,Mildesk,Setrion Servicos em Tecnologia da Informacao Ltda ME,Inativo,2016-06-28,,5000
391,22718433000110,BRAVIA BROKERS CORRETORA DE SEGUROS,BRAVIA BROKERS CORRETORA DE SEGUROS EIRELI - ME,Inativo,2016-06-29,(47) 3326-9621,5000
392,15533871000148,Redspark,Redspark Technology LTDA,Inativo,2016-07-01,(11) 98142-6902,5000
393,77854081000111,Bludata,Bludata Processamento de Dados Ltda,Inativo,2016-07-01,,5000
394,03832786000100,Gomes de Matos,Gomes de Matos Consultores Associados LTDA,Inativo,2016-07-05,(85) 3224-1005,5000
395,72378391000193,IBS,IBS Informatica Ltda,Inativo,2016-07-06,(47) 8851-4462,5000
396,10903643000107,INVOLVES,INVOLVES LTDA,Inativo,2016-07-07,,5000
397,97405096000100,Ciclo Engenharia,Ciclo Engenharia Ltda,Inativo,2016-07-07,(62) 3942-3939,5000
398,08574411000100,Prática Fornos,Pratica Klimaquip Industria e Comercio SA,Ativo,2016-07-08,(35) 98416-6002,5000
399,00979304000142,MINDQUEST,MINDQUEST EDUCACAO S/A,Inativo,2016-07-12,,5000
400,11434357000102,Novo Marketing,ACR TREINAMENTO E DESENVOLVIMENTO LTDA CNPJ,Inativo,2016-07-12,(62) 3215-1220,5000
401,00764452000140,Umov.me,UMOV.ME TECNOLOGIA S/A,Ativo,2016-07-12,(11) 3254-7491,5000
402,22930819000190,Vinder,Vinder S/A,Inativo,2016-07-13,(41) 9927-7777,5000
403,02604000000126,Fm Hits,Associacao Vale Teles Pires de Comunicacao,Inativo,2016-07-15,(66) 3532-5227,5000
404,16933310000107,Acordo Fácil,"Arbitranet Mediacao, Arbitragem e Hospedagem de Dados Ltda",Inativo,2016-07-15,,5000
405,17192926000129,Bela Viagem Pagamentos Ltda,Bela Viagem Pagamentos Ltda,Inativo,2016-07-18,(54) 9629-4995,5000
406,15443663000158,HEKO,HEKO CIENTIFICA PRODUTOS E EQUIPAMENTO CIENTIFICOS EIRELI,Ativo,2016-07-19,(48) 3049-8211,5000
407,10144880000123,InfoMais,InfoMais Sistemas Ltda,Inativo,2016-07-20,(62) 3942-3599,5000
408,00843962000102,SPR COMUNICACAO,SPR COMUNICACAO LTDA,Inativo,2016-07-20,(51) 3066-3333,5000
409,07031983000172,DEPS,Deps Tecnologia - Diagnóstico Empresarial Projetos & Soluções LTD EPP,Inativo,2016-07-20,(48) 3430-0163,5000
410,00344528000188,Focus Mind,ALARM SERVICE COMERCIO DE ARTIGOS DE SEGURANCA LTDA - ME,Inativo,2016-07-21,(11) 5505-9180,5000
411,05096008000117,Tritone Design,TRITONE DESIGN SERVICOS LTDA,Inativo,2016-07-21,(11) 3017-0704,5000
412,04212396000191,Agasus,Agasus S.A.,Inativo,2016-07-22,(11) 2858-7630,5000
413,19562147000101,B2B Áudio Comunicação,B2B AUDIO COMUNICAÇÃO - ME,Inativo,2016-07-25,(48) 9965-0647,5000
414,19133250000128,Automsolution,AutomSolution Solucoes Prediais LTDA - EPP,Inativo,2016-07-25,(11) 4328-0061,5000
415,07295883000153,DRW Saúde Ocupacional,DRW Empreendimentos Ltda,Inativo,2016-07-25,(92) 98112-2362,5000
416,02428200000175,Aster Segurança e Facilities,ASTER SISTEMAS DE SEGURANÇA LTDA,Inativo,2016-07-26,(11) 98342-0542,5000
418,04770386000171,JDrel Sistemas,J.Drel Sistemas de Informatica Ltda,Inativo,2016-07-29,(65) 3612-5600,4
419,09912574000100,Caderno Virtual,CADERNO VIRTUAL INFORMATICA E EDUCACAO LTDA,Inativo,2016-07-29,(34) 9202-4884,5000
420,03148451000169,Secullum Softwares,SECULLUM SOFTWARES LTDA,Inativo,2016-07-29,(51) 3205-1964,5000
421,09589675000192,inTakt,inTakt Treinamento em Gestao Empresarial Ltda,Inativo,2016-08-02,(48) 9107-7417,5000
422,10702786000142,Gesto Saúde e Tecnologia,Gesto Saude Sistemas Informatizados e Consultoria Medica S/A,Inativo,2016-08-04,(11) 2362-9001,5000
423,05634617000182,Cientistas - TIS,Cientistas Desenvolvimento Tecnologico,Inativo,2016-08-05,(16) 99781-7353,5000
424,05814441000140,PREMIER,PREMIER SEGURANÇA ELETRONICA,Inativo,2016-08-08,(31) 3254-7000,5000
425,07757989000121,Grupo RMA,MMA Associados Consult e Neg de Com Mktg,Inativo,2016-08-08,(11) 2244-5999,5000
426,09107739000171,CPT Cursos Presenciais,UNIPRESENCA CURSOS LTDA - ME,Inativo,2016-08-10,(31) 3899-8340,5000
427,05160409000199,TEC-INFO TECNOLOGIA EM INFORMATICA LTDA,TEC-INFO TECNOLOGIA EM INFORMATICA LTDA,Inativo,2016-08-15,(62) 3092-2026,5000
428,08391306000128,Genecamp Automação Comercial,GENECAMP SERVICOS EM AUTOMACAO COMERCIAL EIRELLI,Inativo,2016-08-15,(19) 3241-4045,5000
429,06241455000185,IQX Inove,AX Plasticos Maquinas Tecnicas Ltda,Inativo,2016-08-16,(19) 3305-2610,5000
430,17543370000178,Jr Mendonça,Mauro Jackson de Mendonca Jr,Inativo,2016-08-16,(31) 99668-2002,5000
431,59704510000192,Toledo Brasil,TOLEDO DO BRASIL INDÚSTRIA DE BALANÇAS LTDA,Ativo,2016-08-16,(11) 4356-9000,5000
432,23674945000194,Artisense,ARTISENSE COSMETICOS LTDA - ME,Inativo,2016-08-19,(19) 98179-4525,5000
433,02264664000193,BENS Consultoria e Corretora de Seguros,Bens Consultoria e Corretora de Seguros Ltda,Inativo,2016-08-19,(31) 98416-0066,5000
435,06297418000199,Planlink,Planlink Solucoes de Projetos,Inativo,2016-08-22,(71) 3627-6499,5000
437,23500057000155,Handit Sistemas,HANDIT SISTEMAS LTDA ­ ME,Inativo,2016-08-23,(47) 9197-3882,5000
438,85135606000197,Sistema Info,SISTEMAINFO INFORMATICA EMPRESARIAL LTDA,Inativo,2016-08-26,(48) 2101-6770,5000
439,85135606000197,SistemaInfo,SISTEMAINFO INFORMATICA EMPRESARIAL LTDA,Inativo,2016-08-26,(48) 2101-6770,5000
440,14209764000104,Signativa,FGP DESENVOLVIMENTO DE SOFTWARE LTDA - EPP ,Inativo,2016-08-30,(19) 98129-7719,5000
441,17596434000107,GoCache,3L CLOUD INTERNET SERVICES LTDA.,Inativo,2016-08-31,(11) 99520-3500,5000
442,15378600000165,VC-X CONSULTING 2,VC-X CONSULTING LTDA EPP,Ativo,2016-08-31,(48) 3331-0444,5000
443,16844550000127,Trade Force,Trade Force Serviços em Tecnologia SA,Inativo,2016-09-01,(11) 9811-44429,5000
444,04072953000116,Controller Education,Controller Tecnologia e Sistemas de Informação LTDA,Inativo,2016-09-02,(47) 3043-5107,5000
445,11587882000150,SVS,SVS LOG ASSESSORIA ADUANEIRA LTDA,Inativo,2016-09-05,(19) 9820-36450,5000
446,07911170000177,ASB Marketing,AC Consult Assessoria em Informatica LTDA,Inativo,2016-09-08,(11) 9819-68665,5000
447,12054898000160,Joy Street,Joy Street S. A.,Inativo,2016-09-08,(81) 9937-18645,5000
449,14902136000100,ACT Sistemas,ACT SISTEMAS LTDA,Inativo,2016-09-09,(49) 8404-1213,5000
450,24744793000111,Expert Cozinhas Profissionais,Expert Cozinhas Profissionais Eireli,Inativo,2016-09-12,(11) 9814-60288,5000
451,18552346000168,Olist,Solidarium Mercado de Artesanato e Serviços Digitais Ltda,Inativo,2016-09-13,(41) 9106-9797,5000
452,03152435000220,André de Sá & Advogados Associados,André de Sá & Advogados Associados,Inativo,2016-09-14,(47) 3461-0811,5000
453,11291197000262,KRP DIEM,KRP DIEM CONSULTORIA EMPRESARIAL LTDA,Inativo,2016-09-15,(48) 9113-0130,5000
454,09016513000165,Partner Soluções,"AMERICAN UNITY ASSESSORIA, CONSULTORIA E CORRETORA DE SEGUROS LTDA",Inativo,2016-09-19,(84) 9881-80912,5000
455,62773973000110,Demetra TI,DEMETER TECNOLOGIA LTDA ME,Inativo,2016-09-19,(11) 9893-54940,5000
456,09278551000196,Ogânica Digital,Orgânica Digital Tecnologia e Software LTDA,Inativo,2016-09-21,(54) 3282-0593,5000
457,21718627000152,My Tapp,JMTR TECNOLOGIA,Inativo,2016-09-22,(48) 9152-8833,5000
458,12605982000124,Sistema Hiper,Hiper Software LTDA,Ativo,2016-09-22,(47) 3308-2250,5000
459,10502188000120,Global AD,GLOBAL AD MARKETING LTDA,Inativo,2016-09-22,(51) 3237-6773,5000
460,08214494000119,Prime Internacional,PRIME INTERNACIONAL COMERCIO EXTERIOR EIRELI,Inativo,2016-09-26,(47) 3045-1688,5000
461,07796656000101,B2ML Sistemas,B2ML Sistemas LTDA,Inativo,2016-09-28,(35) 3622-7650,5000
463,96499462000174,SERVNET Serviços Especializados,SERVNET Serviços Especializados Ltda.,Inativo,2016-09-29,(11) 2078-6064,5000
464,15051411000183,PremierSoft,PremierSoft Segurança Digital Ltda.,Inativo,2016-09-29,,5000
465,15130060000104,Cross Reality,Cross Reality Systemas S.A,Inativo,2016-10-03,(16) 3315-9914,5000
466,13886672000198,Digital Pixel,Digital Pixel Desenvolvimento Web Ltda,Inativo,2016-10-04,(31) 3384-8620,5000
467,11325614000160,Nibo,Nibo Software e Cursos SA,Inativo,2016-10-04,(21) 9750-33770,5000
468,03238983000197,HMAX,MAXHOTEL SOLUÇÕES INTEGRADAS PARA HOTELARIA LTDA (HMAX),Ativo,2016-10-05,(47) 3268-6331,5000
469,05867511000129,E-Gen (ANTIGO),E-Gen Consultoria para Informática (ANTIGO),Inativo,2016-10-06,(83) 98719-4569,5000
470,00302560000109,Geoanalisys,Geoanalisys Consultoria Geofisica Ltda EPP,Inativo,2016-10-06,(12) 3941-9005,5000
471,14311217000127,IDEALIZE TECNOLOGIA,IDEALIZE TECNOLOGIA DA INFORMACAO LTDA - ME,Inativo,2016-10-06,(48) 9630-0044,5000
472,09147894000111,RUNRUN.IT,Mais Simples Informática Ltda Me,Inativo,2016-10-07,(11) 2305-5249,5000
473,04029884000168,JET E-COMMERCE,JET TECNOLOGIA EM COMERCIO ELETRONICO LTDA,Inativo,2016-10-10,(11) 3512-9880,5000
475,08634843000151,CP Incorporações ,C&P INCORPORACOES IMOBILIARIAS E PROJETOS LTDA,Inativo,2016-10-10,(47) 9971-3088,5000
476,14586122000116,GTX Tecnologia,GTX Tecnologia Ltda - ME,Inativo,2016-10-11,(48) 8827-1968,5000
477,07933417000156,Invente Comunicação,Bassil & Bittencort Publicidade LTDA.,Inativo,2016-10-11,(41) 3243-7999,5000
478,01814778000105,Bioland,Bioland Industria E Comercio De Composto Organico Ltda - Epp,Inativo,2016-10-13,(11) 3429-5000,5000
480,23611477000109,Chaus,HEREDIANO SERVICOS DE MANUTENCAO DE COMPUTADORES LTDA - ME,Inativo,2016-10-14,(62) 8222-1032,5000
481,09585330000160,Plataformatec,PLATAFORMA TECNOLOGIA E SERVIÇOS ONLINE LTDA,Inativo,2016-10-17,(11) 2339-0708,5000
482,09245885000163,TEFWAY,TEFWAY TECNOLOGIA LTDA,Inativo,2016-10-18,(41) 3092-0300,5000
483,05412271000178,LABSOFT,Labsoft Tecnologia Ltda,Inativo,2016-10-18,(11) 4817-3625,5000
484,21602471000140,NEW HOPE ECOTECH - EU RECICLO,NEW HOPE ECOTECH NEGOCIOS SOCIAIS E GESTAO EMPRESARIAL LTDA,Inativo,2016-10-18,(11) 9676-90212,5000
485,09147894000111,RunRun.It [TESTE],Mais Simples Informática Ltda Me,Inativo,2016-10-24,(11) 2305-5249,5000
486,09037118000169,Oncase,Oncase Consultoria em Sistemas Ltda - EPP,Inativo,2016-10-24,(81) 3077-8558,5000
487,13622468000160,Dati,DATI Solucoes em TI ME,Inativo,2016-10-24,(47) 3232-7868,5000
488,12165644000119,Belluno,Anderson Albarnaz Cardoso & Cia. Ltda.,Inativo,2016-10-24,,5000
489,07483706000109,Qualiserve,Qualiserve Soluções em Tecnologia,Inativo,2016-10-24,(11) 4941-1500,5000
490,182515859000106,SEBRAE/SC,SERVIÇO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS DE SANTA CATARINA - SEBRAE/SC,Inativo,2016-10-25,(48) 3221-0847,5000
491,10426136000111,Auvo Tecnologia,Auvo Tecnologia Ltda,Inativo,2016-10-25,(62) 3096-9799,5000
492,14443590000131,HCO,HCO Serviços Logísticos S/A,Inativo,2016-10-26,(21) 9939-97846,5000
493,21026074000177,Droneng,Droneng Engenharia LTDA - ME,Inativo,2016-10-28,(11) 3280-422,5000
494,08641364000162,INFOPACS,INFOPACS TECNOLOGIA LTDA,Inativo,2016-10-28,(48) 3034-7763,5000
495,10450509000190,LAZA BIOTECNOLOGIA,LAZA BIOTECNOLOGIA DO BRASIL LTDA,Inativo,2016-10-28,(49) 3441-5750,5000
496,08163409000130,Prospecta Inc,Renato Fabiano Gosling - ME,Inativo,2016-10-28,(11) 4063-8760,5000
497,22272481000127,Neo.IT,M2D Consultoria e Assessoria Em Informatica Eireli - ME,Ativo,2016-11-01,(19) 3269-6603,5000
498,12096746000120,DF Systems,DF SISTEMAS DE INFORMAÇÃO LTDA,Inativo,2016-11-03,(42) 3025-9393,5000
499,13058290000176,Satus Sistemas,SATUS TECNOLOGIA EM SISTEMAS LTDA,Inativo,2016-11-03,(42) 9947-5555,5000
500,04151097000194,CentralServer,Central Server Informática Ltda,Ativo,2016-11-03,(41) 2141-1831,5000
501,11308553000122,Evolke,HV Serviços Técnicos Empresariais Ltda,Inativo,2016-11-03,(47) 3288-8488,5000
502,12631227000114,SGA Tecnologia,SGA Tecnologia Inteligente Ltda,Inativo,2016-11-11,(31) 3504-1066,5000
503,19042818000103,SINAPSE VIRTUAL,SINAPSE VIRTUAL TECNOLOGIA E SERVIÇOS LTDA - ME,Inativo,2016-11-11,(83) 3099-0225,5000
504,10461302000110,Solides,Solides Tecnologia S.A.,Inativo,2016-11-11,(31) 9821-24321,5000
