Id Spotter,CNPJ,Razão Social,Status,Data base,Data churn,LT (Meses),MRR Inicial,MRR Total (Atual),Spotter (R$),Comunicação (R$),Searching (R$),Exact Club (R$),Nº de Funcionarios Linkedin (Sobre),Nº funcionarios Conectados Linkedin,Link do LinkedIn,Porte (ajustado),Porte da Empresa segundo Receita Federal,Porte da Empresa segundo base de dados do Searching,Mercado,Sub setor,Leads em entrada,Agendamentos,Vendas,Cadencia ativa,Workflow ativo,Atividades concluidas,Numero de usuáros,Integração Inbound,Integração CRM,Minutos telefonia,Origem,Upsell (Sim / Não),Upsell (Nº),Upsell (R$),Downsell (Sim/Não),Downsell (Nº),Downsell (R$),Tipo de contrato,CNPJ
12209,29.039.697/0001-96,save your money investments,Ativo,01/05/2022,,6,"4383,9","4383,9",958,"526,9",149,2750,11-50,49,https://www.linkedin.com/company/sym-investments/people/,Small,DEMAIS,ME,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,0,7,1,0,8,15,12,,,0,EventoPróprio,Não,0,0,,,,Validar,29039697000196
12210,63.904.759/0001-19,Solução Informática Jundiaí Ltda,Ativo,01/05/2022,,6,3598,3598,699,0,199,2700,Não Tem,Não Tem,Não Tem,Very Small,ME,ME,Software - Gestão Empresarial (ERP),,0,1,2,2,12,"163,8",8,,,0,BDR,Não,0,0,,,,ANUAL,63904759000119
12223,65.187.908/0001-00,UNIVERSAL SOFTWARE LTDA,Ativo,01/05/2022,,6,"1274,9","1274,9",597,"308,9",369,,51-200,56,https://www.linkedin.com/company/universal-software-brasil/about/,Middle,EPP,ME,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,"633,1666667","13,6",1,2,14,"502,2",9,,,"752,2",BDR,Não,0,0,,,,ANUAL,65187908000100
12227,23.010.291/0001-02,A.M. SOLUCOES EMPRESARIAIS LTDA,Churn,01/05/2022,25/10/2022,5,"1127,9","1127,9",,,,,11-50,13,https://www.linkedin.com/company/amsolucoesmanaus/,Small,EPP,EPP,Software - Gestão Empresarial (ERP),,0,0,0,1,6,357,10,,,"135,5",BDR,Não,0,0,,,,SEMESTRAL,23010291000102
12230,02.441.248/0001-13,Casafer Comercial Importadora Ltda.,Churn,01/05/2022,25/09/2022,4,"4742,9","4742,9",,,,,11-50,19,https://www.linkedin.com/company/casadoferramenteiro/about/,Small,DEMAIS,EMP,Indústrias da Transformação - Metalurgica,,0,1,0,0,16,1,11,,,7,BDR,Não,0,0,,,,Validar,2441248000113
12261,17.233.547/0001-30,SPORTS NUTRI INDUSTRIA COMERCIO E IMPORTAÇÃO LTDA,Ativo,01/05/2022,,6,"2387,15","2387,15","1223,25","844,9",319,,11-50,5,https://www.linkedin.com/company/profit-laborat%C3%B3rios/,Small,DEMAIS,ME,Indústrias da Transformação - Químicos e Farmacêuticos,,"53,6","368,6","7,047619048",2,30,"875,6",7,,,241,ListasAtivas,Não,0,0,,,,Validar,17233547000130
12263,26.686.815/0001-60,BART SOLUCOES DE TECNOLOGIA DIGITAL S.A,Ativo,01/06/2022,,5,1277,1277,759,199,319,,11-50,23,https://www.linkedin.com/company/bart-digital/,Small,DEMAIS,ME,Serviços - Tecnologia da Informação,,0,"16,75",0,0,4,"74,5",7,,PipeDrive,"324,2",BDR,Não,0,0,,,,SEMESTRAL,26686815000160
12265,45.238.123/0001-01,VS ELETRICA ENERGIA SOLAR LTDA,Churn,01/06/2022,05/01/2023,7,1477,1477,759,299,419,,Não Tem,Não Tem,Não Tem,Small,ME,DEM,Gás e Energia,,0,2,0,0,8,5,18,,,"4,75",BDR,Não,0,0,,,,SEMESTRAL,45238123000101
12267,30.223.471/0001-20,MZ BARAO CONSULTORIA E COBRANCA LTDA,Churn,01/06/2022,05/09/2022,3,"1193,9","1193,9",,,,,11-50,4,https://www.linkedin.com/company/mzbaraoconsultoria/,Small,EPP,ME,Serviços - Administrativos e serviços complementares,,0,1,"36,2",0,6,3,6,,,"1,5",MKTdeConteúdo,Não,0,0,,,,MENSAL,30223471000120
12282,36.570.735/0001-06,Handler Comércio de Alumínio LTDA,Ativo,01/05/2022,,6,3907,3907,759,199,149,2800,Não Tem,Não Tem,Não Tem,Small,EPP,ME,"Serviços - Logística, transporte, armazenagem e distribuição de mercadorias",,0,"27,66666667",1,0,18,115,7,,,112,Site,Não,0,0,,,,SEMESTRAL,36570735000106
12284,19.376.162/0001-57,TTO SERVIÇOS EM INFORMATICA LTDA,Ativo,01/06/2022,,5,"499,14","499,14","349,5","149,64",0,,Não Tem,Não Tem,Não Tem,Small,EPP,ME,Software - Gestão Empresarial (ERP),,0,6,2,0,4,21,10,,,"124,25",Site,Não,0,0,,,,ANUAL,19376162000157
12285,41.767.712/0001-18,TAM SERVIÇO DE INFORMATICA,Ativo,01/06/2022,,5,"673,89","673,89","524,25","149,64",0,,11-50,9,https://www.linkedin.com/company/totvs-amazonas/about/,Small,EPP,EPP,Software - Gestão Empresarial (ERP),,0,23,1,0,10,129,10,,,"389,5",Site,Não,0,0,,,,ANUAL,41767712000118
12289,10.673.280/0001-52,TPA CONSULTORIA E TECNOLOGIA EM INFORMA,Ativo,01/06/2022,,5,"673,89","673,89","524,25","149,64",0,,Não Tem,Não Tem,Não Tem,Small,ME,EPP,Software - Gestão Empresarial (ERP),,0,"7,5",0,0,10,"48,25",11,,,"135,8",Site,Não,0,0,,,,ANUAL,10673280000152
12290,04.546.653/0001-21,PORTLIMP COMERCIO E SERVIÇOS LTDA,Ativo,01/06/2022,,5,"1106,9","1106,9",759,"148,9",199,,1001-5000,131,linkedin.com/company/limportbr/,Big,DEMAIS,ME,Serviços - Administrativos e serviços complementares,,0,"1,5",1,0,8,"12,25",8,,,121,ListasAtivas,Não,0,0,,,,SEMESTRAL,4546653000121
12291,33.443.794/0001-17,Instituto Nacional do Agente Financeiro,Churn,01/06/2022,10/10/2022,4,"4206,9","4206,94",,,,,Não Tem,Não Tem,Não Tem,Small,ME,MEI,Serviços - Coaching e consultoria,,"273,6666667",47,"11,5",0,2,"16,5",11,,,0,EventodeTerceiros,Não,0,0,,,,Validar,33443794000117
12292,25.051.409/0001-68,JP CARGO TRANSPORTES & LOGISTICA EIRELI,Ativo,01/06/2022,,5,"5202,9","5600,9",1555,"526,9",519,3000,Não Tem,Não Tem,Não Tem,Small,EPP,ME,"Serviços - Logística, transporte, armazenagem e distribuição de mercadorias",,0,0,"4,75",2,16,66,17,,,"1075,666667",ListasAtivas,Sim,1,398,,,,SEMESTRAL,25051409000168
12305,33.418.375/0001-25,HMB GESTAO DE ATIVOS LTDA,Ativo,01/06/2022,,5,908,908,759,0,149,,11-50,9,https://www.linkedin.com/company/reiki-am%C3%A9rica/about/,Small,EPP,ME,Indústrias da Transformação - Materiais elétricos e construção,,"41,75","21,5",1,2,24,"416,5",5,RDStation,,0,Site,Não,0,0,,,,SEMESTRAL,33418375000125
12631,18.360.671/0001-29,Novo lar negocios imobiliarios ltda,Ativo,01/06/2022,,5,"3607,9","3607,9",759,"348,9",0,2500,Não Tem,Não Tem,Não Tem,Small,ME,ME,Serviços - Imobiliário,,136,"16,5",1,0,2,"748,25",29,RDStation,,"95,25",BDR,Não,0,0,,,,SEMESTRAL,18360671000129
12317,24.453.363/0001-40, Agidesk Soluções em Tecnologia LTDA,Ativo,01/06/2022,,5,"1143,25","1193,15","524,25","49,9",619,,11-50,12,https://www.linkedin.com/company/agidesk/about/,Small,ME,ME,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,0,2,"8,5",2,10,"59,75",5,,,"5,5",BDR,Não,0,0,,,,ANUAL,24453363000140
12323,04.714.448/0001-28,AUTODOC PROCESSAMENTO DE DADOS LTDA-ME,Ativo,01/06/2022,,5,"4500,65","4500,65","873,75","526,9",100,3000,51-200,69,https://www.linkedin.com/company/autodoc-tecnologia/,Middle,DEMAIS,ME,"Serviços - Desenvolvimento de softwares, sistemas e apps",,"55,75","44,25","87,25",1,22,"86,5",18,RDStation,SalesForce,"163,4",BDR,Não,0,0,Sim,1,100,Validar,4714448000128
12326,23.636.564/0001-10,PROSPER SAUDE E BENEFICIOS EIRELI,Ativo,01/06/2022,,5,"3846,9","4603,8",1097,"607,8",199,2700,51-200,13,https://www.linkedin.com/company/sidesc/about/,Middle,EPP,ME,Serviços - Administrativos e serviços complementares,,"540,3333333",0,0,0,28,"974,3333333",7,,,"1408,666667",BDR,Sim,3,"756,9",,,,ANUAL,23636564000110
12331,12.420.164/0012-00,CM Hospitalar S.A,Ativo,01/06/2022,,5,"4512,9","4512,9",1194,"49,9",269,3000,1001-5000,14,https://www.linkedin.com/company/diagnosticacremer/,Small,DEMAIS,DEM,"Indústrias da Transformação - Instrumentos e materiais para uso médico, odontológico e óptico",,0,0,0,0,6,0,8,,,0,BDR,Não,0,0,,,,Validar,12420164001200
11458,32.772.762/0001-00,Machado Solucoes Integradas Em Servicos Terceirizados Ltda,Churn,01/02/2021,28/04/2022,14,759,1007,,,,,501-1000,13,www.linkedin.com/company/alpiserra/,Small,EPP,EPP,Serviços - Administrativos e serviços complementares,,"342,625","5,767857143","3,8125",0,18,"1255,232323",7,,Agendor,"424,8333333",CoMKTConteúdo,Sim,2,248,,,,SEMESTRAL,32772762000100
12371,14.536.755/0001-10,RCS IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS LTDA,Ativo,01/06/2022,,5,3348,3746,1097,0,149,2500,11-50,14,https://www.linkedin.com/company/papelitobrasil/about/,Small,DEMAIS,EPP,Comércio de Bens de Consumo não duráveis - Produtos Alimentícios e bebidas,,"291,3333333",14,2,1,20,26,12,RDStation,,"86,5",Site,Sim,1,398,,,,ANUAL,14536755000110
12377,82.749.987/0001-06,Netzsch do Brasil Indústria e Comércio Ltda.,Ativo,01/07/2022,,4,1017,1017,699,199,119,,51-200,125,https://www.linkedin.com/company/netzsch-grinding-&-dispersing-brasil/about/,Middle,DEMAIS,EMP,Indústrias da Transformação - Equipamentos industriais,,0,0,26,0,4,"26,33333333",8,,,4,BDR,Não,0,0,,,,ANUAL,82749987000106
12382,00.176.513/0003-10,filler alimentos e bebidas ltda,Ativo,01/06/2022,,5,"3856,9","3856,9",759,"248,9",149,2700,51-200,35,https://www.linkedin.com/company/filler-bebidas/about/,Middle,DEMAIS,DEM,"Serviços - Logística, transporte, armazenagem e distribuição de mercadorias",,0,3,4,0,22,"77,25",9,,,"23,33333333",EventodeTerceiros,Não,0,0,,,,SEMESTRAL,176513000310
12389,92.856.905/0001-86,Advanced Corretora de Cambio ltda,Ativo,01/07/2022,,4,"6870,9","6870,9",2189,"1162,9",519,3000,51-200,189,https://www.linkedin.com/company/advancedcorretora/about/,Middle,DEMAIS,GE,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,0,"18,66666667",1,0,2,701,57,,DynamicsOnline,"1059,333333",MKTdeConteúdo,Não,0,0,,,,Validar,92856905000186
12403,02.311.023/0001-42,ALOMACO ASSOC.DE LOJAS DE MAT. DE CONSTRUÇÃO DA GDE SP,Churn,01/07/2022,05/11/2022,4,"1007,9","1007,9",759,"49,9",199,,1001-5000,266,https://www.linkedin.com/company/rede-construir/,Big,DEMAIS,DEM,Comércio de Bens de Consumo duráveis - Materiais elétricos e de construção,,0,4,0,6,8,21,5,,,0,EventodeTerceiros,Não,0,0,,,,SEMESTRAL,2311023000142
12409,27.139.634/0001-86,E.M EXPANSAO FRANQUIA E CONSULTORIA EIRELI,Ativo,01/07/2022,,4,"4509,75","4509,75","873,75",636,0,3000,201-500,244,https://www.linkedin.com/company/escoladomecanico/about/,Middle,EPP,ME,Serviços - Educação B2C,,59,11,0,0,6,335,5,,,136,ListasAtivas,Não,0,0,,,,Validar,27139634000186
12416,09.373.798/0001-91,Motorfort Comercio Atacadista de Auto Peças Ltda,Ativo,01/07/2022,,4,"3616,9","3616,9",699,"148,9",69,2700,51-200,73,https://www.linkedin.com/company/motorfort/about/,Middle,DEMAIS,DEM,"Comércio de Bens de Consumo duráveis - Veículos automotores, reboques, carrocerias e acessórios",,0,"41,33333333",1,1,10,673,19,,,162,ListasAtivas,Não,0,0,,,,ANUAL,9373798000191
12435,20.327.872/0001-76,FUSION SOFTWARE E SERVICOS S/A,Ativo,01/07/2022,,4,"2665,9","2665,9",2097,"49,9",519,,51-200,123,https://www.linkedin.com/company/fusiondms/,Middle,DEMAIS,ME,Software - Logística,,"32,5",2,0,0,6,3,26,,ZohoCRM,2,EventodeTerceiros,Não,0,0,,,,Validar,20327872000176
12446,02.351.144/0001-18,TEGMA GESTÃO LOGÍSTICA S.A,Ativo,01/08/2022,,3,4028,4028,759,0,269,3000,1001-5000,1690,https://www.linkedin.com/company/tegmagestaologistica/about/,Big,DEMAIS,GE,"Serviços - Logística, transporte, armazenagem e distribuição de mercadorias",,0,0,0,0,16,27,9,RDStation,PipeDrive,"30,5",BDR,Não,0,0,,,,SEMESTRAL,2351144000118
12450,10.917.643/0001-58,VM TECNOLOGIA LTDA,Ativo,01/07/2022,,4,3697,3697,699,99,199,2700,11-50,24,https://www.linkedin.com/company/vortexsecurity/?originalSubdomain=br,Small,EPP,ME,Serviços - Tecnologia da Informação,,"5,5","1,333333333",0,0,22,383,5,RDStation,ZohoCRM,"146,3333333",ListasAtivas,Não,0,0,,,,ANUAL,10917643000158
12456,22.214.690/0001-14,Braúna Agente Autônomo de Investimentos Ltda.,Ativo,01/04/2022,,7,898,898,699,199,0,,51-200,118,https://www.linkedin.com/company/braunainvestimentos/about/,Middle,,,,,0,"47,66666667","7,35",0,0,130,6,,,"628,3333333",Indicação,Sim,2,898,,,,,22214690000114
12458,12.841.641/0001-58,INGRUPO INVESTIMENTOS E PARTICIPAÇÕES EMPRESARIAIS S/A,Ativo,01/07/2022,,4,7476,"7525,9",2550,"839,9",2150,1986,51-200,36,https://br.linkedin.com/company/technion-tecnologia/about,Middle,DEMAIS,DEM,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,0,38,2,0,12,894,15,,NectarCRM,1072,ListasAtivas,Não,0,0,,,,Validar,12841641000158
12462,33.177.186/0001-08,AGANTE TECNOLOGIA LTDA,Ativo,01/07/2022,,4,3395,"4376,74","1777,74",99,0,2500,11-50,46,https://www.linkedin.com/company/agante/,Small,ME,ME,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,3,"14,66666667",0,1,12,"533,6666667",16,,,1169,ProjetosEspeciais,Sim,3,995,,,,MENSAL,33177186000108
12478,25.321.672/0001-20,ELO GESTÃO DE FRANQUIAS LTDA,Ativo,01/07/2022,,4,"3826,9","3826,9",759,"367,9",0,2700,11-50,43,https://www.linkedin.com/company/oticas-ferri/about/,Small,ME,ME,Comércio de Bens de Consumo duráveis - Franquias,,0,"1,5",0,0,2,"383,5",8,RDStation,PipeDrive,"137,3333333",CoMKTConteúdo,Não,0,0,,,,SEMESTRAL,25321672000120
12486,30.692.331/0001-09,NOU INTELIGÊNCIA FISCAL LTDA ( SIAGRI SISTEMAS ),Churn,01/05/2022,20/12/2022,7,398,398,398,0,0,,11-50,3,https://www.linkedin.com/company/noufiscal/about/,Small,,,,,164,1,0,0,6,3,3,,,0,,Sim,1,398,,,,,30692331000109
11492,26.419.922/0001-21,Manchebo Servicos Administrativos Eireli,Ativo,01/01/2021,,22,1077,467,398,0,69,,11-50,37,www.linkedin.com/company/valuegroup/,Small,ME,EPP,Serviços - Coaching e consultoria,,"188,375","11,27777778",3,1,8,"177,1282051",12,,,"244,4615385",BDR,Não,0,0,,,,SEMESTRAL,26419922000121
12490,38.059.699/0001-38,ASSINEI DIGITAL LTDA  (SIAGRI SISTEMAS),Churn,01/05/2022,20/12/2022,7,796,796,796,0,0,,11-50,7,https://br.linkedin.com/company/assinei-digital?original_referer=https%3A%2F%2Fwww.google.com%2F,Small,,,,,"152,3333333",4,2,1,8,"1194,666667",7,RDStation,,210,,Sim,1,796,,,,,38059699000138
12491,28.799.718/0001-09,GR1D TECNOLOGIA LTDA.,Ativo,01/07/2022,,4,4157,4157,759,199,199,3000,51-200,24,https://www.linkedin.com/company/gr1d/,Middle,DEMAIS,GE,Serviços - Tecnologia da Informação,,70,8,0,0,6,5,9,,,"27,33333333",EventodeTerceiros,Não,0,0,,,,SEMESTRAL,28799718000109
12493,21.306.728/0001-16,GM PROMO BRASIL LTDA,Ativo,01/08/2022,,3,"4116,65","4116,65","948,75","248,9",69,2850,1001-5000,699,https://www.linkedin.com/company/gm-promo/?originalSubdomain=pt,Big,EPP,GE,"Serviços - Marketing, publicidade, design e produção",,0,0,0,1,6,1,28,,,0,EventodeTerceiros,Não,0,0,,,,Validar,21306728000116
12786,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA,Ativo,26/07/2022,,3,2097,2097,,,,,1001-5000,5596,https://www.linkedin.com/company/kpmg-brasil/,Big,DEMAIS,DEM,Serviços - Coaching e consultoria,,0,0,0,0,0,0,24,,,0,BDR,Não,0,0,,,,Validar,57755217000129
12503,08.604.018/0001-04,C P ANDRADE TECNOLOGIA DA INFORMACAO LTDA,Ativo,01/07/2022,,4,"3507,9","3507,9",759,"248,9",0,2500,11-50,38,https://www.linkedin.com/company/7incloud/about/,Small,ME,ME,Serviços - Tecnologia da Informação,,0,4,1,1,12,8,6,,,69,Site,Não,0,0,,,,SEMESTRAL,8604018000104
12505,53.967.360/0001-23,SANAVITA INDUSTRIA E COMERCIO DE ALIMENTOS FUNCIONAIS LTDA,Ativo,01/07/2022,,4,"4206,9","4206,9",759,"248,9",199,3000,51-200,129,https://www.linkedin.com/company/sanavita/,Middle,DEMAIS,ME,"Indústrias da Transformação - Alimentícios, bebidas e fumo",,0,4,19,0,14,287,12,,,290,ListasAtivas,Não,0,0,,,,SEMESTRAL,53967360000123
12506,11.315.435/0001-41,DigitalSat Distribuidora de Equipamentos Eletrônicos ltda,Ativo,01/08/2022,,3,"4281,9","4281,9",995,"367,9",419,2500,51-200,69,https://www.linkedin.com/company/digital-sat-distribuidora/about/,Middle,DEMAIS,DEM,Serviços - Tecnologia da Informação,,0,24,1,0,10,90,10,,,"35,5",ListasAtivas,Não,0,0,,,,Validar,11315435000141
12519,39.773.730/0001-60,Biometric Agreement do Brasil Ltda,Ativo,01/07/2022,,4,4500,4500,796,"526,9",569,"2608,1",201-500,172,https://www.linkedin.com/company/na-at-technologies/,Middle,ME,ME,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,0,3,"447,5",1,20,282,10,,,323,Anúncio,Não,0,0,,,,MENSAL,39773730000160
12522,37.542.204/0001-64,VSB SOLUCÕES EM TECNOLOGIA,Ativo,01/08/2022,,3,"4166,75","4166,75","948,75",199,319,2700,201-500,550,https://www.linkedin.com/company/viasoftoficial/about/,Big,ME,EMP,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,0,3,0,2,8,"277,5",6,,,356,EventodeTerceiros,Sim,1,"49,9",,,,Validar,37542204000164
12533,14.650.195/0001-20,SPE RESIDENCIAL VELGO VILLE LTDA,Ativo,01/08/2022,,3,"3697,5","3747,5","1048,5",0,199,2500,11-50,13,https://www.linkedin.com/company/alset-engenharia/?originalSubdomain=br,Small,ME,EPP,Comércio de Bens de Consumo duráveis - Equipamentos eletrônicos ; hardwares,,0,0,0,0,12,1,3,,,43,ListasAtivas,Não,0,0,,,,Validar,14650195000120
12549,13.832.863/0001-77,Pavei Brasil Comercio Exterior LTDA,Ativo,01/08/2022,,3,3807,3807,759,199,149,2700,51-200,73,https://www.linkedin.com/company/paveiarmas/,Middle,DEMAIS,EPP,"Serviços - Logística, transporte, armazenagem e distribuição de mercadorias",,0,12,1,0,0,4,27,,,4,EventoPróprio,Não,0,0,,,,SEMESTRAL,13832863000177
12553,834.486.617-,JEM Security LLC,Ativo,01/08/2022,,3,"2879,5",5759,759,0,0,5000,51-200,43,https://www.linkedin.com/company/jemsystems/,Middle,-,-,Software - Logística,,0,"6,5",0,0,6,94,9,,PipeDrive,0,,Não,0,0,,,,,834486617
12555,08.760.941/0001-35,WTTI SISTEMAS LTDA,Churn,01/08/2022,18/11/2022,3,3459,3459,759,0,0,2700,11-50,16,https://www.linkedin.com/company/wtti-sistemas/about/,Small,EPP,ME,Software - Gestão Empresarial (ERP),,0,1,0,0,14,19,10,,,71,BDR,Não,0,0,,,,SEMESTRAL,8760941000135
12556,04.065.791/0001-99,SINQIA S.A,Ativo,01/08/2022,,3,"2097,96","2097,96","2097,96",0,0,,1001-5000,1545,https://www.linkedin.com/company/sinqia/about/,Big,DEMAIS,GE,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,0,"6,5",0,0,14,59,9,,SalesForce,"43,5",Indicação,Não,0,0,,,,Validar,4065791000199
12561,11.524.207/0001-81,DM11 CONSULTORIA EM SEGURANÇA DA INFORMAÇÃO EIRELLI,Ativo,01/08/2022,,3,"3426,9","3426,9",759,"248,9",169,2250,11-50,13,https://www.linkedin.com/company/dm11/about/,Small,EPP,ME,Serviços - Tecnologia da Informação,,0,0,0,1,8,37,11,,,49,Indicação,Não,0,0,,,,SEMESTRAL,11524207000181
12566,32.175.595/0001-02,IOA FRANQUIAS LTDA,Ativo,01/08/2022,,3,3496,3695,995,0,0,2700,201-500,20,https://www.linkedin.com/company/redeioa,Middle,DEMAIS,ME,Serviços - Educação B2C,,"166,5","77,5",0,0,14,"7,5",7,RDStation,,0,BDR,Sim,1,199,,,,MENSAL,32175595000102
12574,51.463.420/0001-45,Matisa Máquinas de Costura e Empacotamento Ltda,Churn,01/08/2022,23/11/2022,3,4000,4000,759,"248,9",149,"2843,1",51-200,19,https://www.linkedin.com/company/matisa-m%C3%A1quinas-de-costura-empacotamento,Middle,DEMAIS,EPP,Indústrias da Transformação - Equipamentos pesados e máquinas,,0,0,0,3,16,600,4,,,462,BDR,Não,0,0,,,,SEMESTRAL,51463420000145
12601,09.504.718/0001-90,ANIMATI SISTEMAS DE INFORMÁTICA LTDA,Ativo,01/08/2022,,3,"3508,9","3508,9",759,"49,9",0,2700,51-200,65,https://www.linkedin.com/company/animati,Middle,EPP,ME,Software - Áreas da saúde,,0,0,0,0,6,5,6,RDStation,PipeDrive,0,BDR,Não,0,0,,,,SEMESTRAL,9504718000190
12602,11.172.157/0001-10,REDBELT SECURITY SISTEMAS E SOLUÇÕES DE SEGURANÇA DIGITAL LTDA,Ativo,01/08/2022,,3,3500,3500,759,"49,9",369,"2322,1",51-200,117,https://www.linkedin.com/company/redbeltsecurity/,Middle,DEMAIS,EPP,"Software - BI, dados e segurança da informação",,0,0,1,1,2,0,11,,PipeDrive,0,EventodeTerceiros,Não,0,0,,,,SEMESTRAL,11172157000110
12607,78.719.153/0001-80,Reweb Facture Mas Con Internet Sas,Ativo,01/08/2022,,3,1026,796,,,,,51-200,173,https://www.linkedin.com/company/reweb?originalSubdomain=br,Middle,-,-,"Serviços - Marketing, publicidade, design e produção",,0,1,0,0,8,0,7,,,88,,Não,0,0,,,,,78719153000180
12614,05.389.441/0001-40,Woli Tecnologia e Gestão Ltda.,Ativo,01/09/2022,,2,"4998,9","4999,8",1700,"49,9","249,9",3000,51-200,106,https://www.linkedin.com/company/woli/,Middle,DEMAIS,EPP,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,0,5,1,0,6,46,18,,,29,EventodeTerceiros,Não,0,0,,,,Validar,5389441000140
12620,29.722.072/0001-24,PARCERIA SOLAR LTDA,Ativo,01/09/2022,,2,"5614,9",5166,2097,0,369,2700,11-50,16,https://www.linkedin.com/company/parceria-solar/,Small,DEMAIS,EPP,Gás e Energia,,0,0,0,0,6,0,20,,,0,BDR,Não,0,0,,,,Validar,29722072000124
10521,12.308.549/0001-27,MM PET COMERCIO DE PRODUTOS VETERINARIOS EIRELI,Churn,01/04/2021,28/09/2022,17,1265,1265,,,,,201-500,31,www.linkedin.com/company/pet-bontrato/,Middle,EPP,ME,Comércio de Bens de Consumo não duráveis - Produtos Alimentícios e bebidas,,0,"174,5333333",1,0,0,"817,4666667",15,,,0,EventodeTerceiros,Não,0,0,,,,MENSAL,12308549000127
12636,06.295.068/0001-21,HITECH ETIQUETAS LTDA,Ativo,01/09/2022,,2,"1106,9","1106,9",759,"148,9",199,,Não Tem,Não Tem,Não Tem,Small,DEMAIS,EPP,"Indústrias da Transformação - Texteis, de couro, vestuário, calçados e acessórios",,0,0,0,0,4,1,7,,,31,BDR,Não,0,0,,,,SEMESTRAL,6295068000121
12657,03.390.128/0001-05,LUMEN IT - TECNOLOGIA DA INFORMACAO LTDA,Ativo,01/10/2022,,1,398,398,398,0,0,,11-50,3,https://br.linkedin.com/company/noufiscal?original_referer=https%3A%2F%2Fwww.google.com%2F,Small,,,,,0,0,0,0,8,0,3,,RDStationCRM,0,,Não,0,0,,,,,3390128000105
12663,27.098.270/0001-33,EMAQ INDUSTRIA E COMERCIO DE MAQUINAS LTDA,Ativo,01/09/2022,,2,"1295,9","1295,9",898,"148,9",249,,Não Tem,Não Tem,Não Tem,Very Small,ME,EMP,Indústrias da Transformação - Equipamentos industriais,,0,0,1,0,6,0,5,,,0,ListasAtivas,Não,0,0,,,,ANUAL,27098270000133
11784,01.415.517/0001-04,DINAMIO TECNOLOGIA LTDA,Ativo,01/01/2022,,10,"1144,9","1542,9",1194,"348,9",0,,51-200,58,https://www.linkedin.com/company/dinamio-tecnologia/,Middle,DEMAIS,DEM,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,0,"7,777777778",0,4,12,"1320,777778",10,,DynamicsOnline,"557,9",BDR,Sim,2,398,,,,MENSAL,1415517000104
10101,38.184.937/0001-37,Neo Tech Telefonia Ltda,Churn,01/01/2021,29/08/2021,7,398,597,,,,,Não Tem,Não Tem,Não Tem,Very Small,ME,ME,Serviços - Tecnologia da Informação,,0,"21,83333333","1,882352941",0,2,"12,28571429",4,,,"566,5",Site,Sim,1,199,,,,ANUAL,38184937000137
10739,31.441.646/0001-38,MULTIPLUS PROTECAO VEICULAR  (Multiplus B2B),Ativo,01/05/2021,,18,"8005,5","1572,75","1572,75",0,0,,Não Tem,65,www.linkedin.com/company/multiplus-prote%C3%A7%C3%A3o-veicular/,Big,DEMAIS,DEM,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,0,2,0,2,4,"234,6666667",29,,,337,EventodeTerceiros,Não,0,0,,,,Validar,31441646000138
